name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
la paz mexico,2018-12-19,22.2,5.1,14,22.2,3.3,13.9,2.4,53.1,0,0,0,,0,0,39.6,32.9,261.9,1008.8,30.3,13.2,228.6,19.7,8,,2018-12-19T07:04:09,2018-12-19T18:01:55,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76675099999,76685099999,MMTO"
la paz mexico,2018-12-20,26,0.1,12.9,26,-1.7,12.7,-2.1,43.1,0,0,0,,0,0,18,22.3,343.6,1012.5,4.8,16.8,246.3,21.3,9,,2018-12-20T07:04:41,2018-12-20T18:02:24,0.47,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76675099999,76685099999,MMTO"
la paz mexico,2018-12-21,21.8,-6.9,10.3,21.8,-9.7,9.5,-5.1,42.4,0,0,0,,0,0,,19.1,14.1,1016.5,3.6,11.9,245.6,21.2,9,,2018-12-21T07:05:11,2018-12-21T18:02:53,0.49,Clear,Clear conditions throughout the day.,clear-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76675099999,MMMX,76685099999"
la paz mexico,2018-12-22,21.1,-1.4,11.4,21.1,-1.4,11.1,-3.8,41.1,0,0,0,,0,0,14.4,16.5,66.3,1016,2.4,10.3,239.9,20.7,9,,2018-12-22T07:05:41,2018-12-22T18:03:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76675099999,MMTO,76685099999"
la paz mexico,2018-12-23,23.7,-2.9,11.7,23.7,-2.9,11.4,-2.2,45.1,0,0,0,,0,0,,23.6,52.5,1015.8,13.6,9.3,240.2,20.8,9,,2018-12-23T07:06:10,2018-12-23T18:03:54,0.51,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2018-12-24,21.1,1,10.4,21.1,-1,10,-1.1,49.3,0,0,0,,0,0,,18.4,65.8,1017.1,24.2,11.5,177.2,15.3,6,,2018-12-24T07:06:38,2018-12-24T18:04:26,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76685099999,76675099999,MMTO"
la paz mexico,2018-12-25,25,3.2,13.2,25,3.2,13.2,0.5,46.4,0,0,0,,0,0,,19.8,159,1013.1,69,7.9,211.6,18.3,8,,2018-12-25T07:07:05,2018-12-25T18:04:58,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76675099999,MMTO,MMMX,76685099999"
la paz mexico,2018-12-26,22.3,2,12.5,22.3,2,12.4,2.8,55.6,0,0,0,,0,0,28.8,27.5,157.1,1012.5,79.9,11.5,200.3,17.2,7,,2018-12-26T07:07:31,2018-12-26T18:05:32,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76675099999,MMTO,76685099999"
la paz mexico,2018-12-27,25,2.1,13.7,25,-0.2,13.6,4.9,58.3,0,0,0,,0,0,25.2,25.9,143.5,1009.8,67.1,13.6,219.1,19,8,,2018-12-27T07:07:57,2018-12-27T18:06:05,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76675099999,76685099999,MMTO"
la paz mexico,2018-12-28,21.8,1.3,13.8,21.8,1.3,13.6,3.4,55.3,0,0,0,,0,0,,14.7,101.9,1011,71.5,15.4,191.7,16.5,7,,2018-12-28T07:08:21,2018-12-28T18:06:40,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,MMMX,76685099999,76675099999,MMTO"
la paz mexico,2018-12-29,25.7,0.1,13.8,25.7,0.1,13.6,2.9,53.3,0,0,0,,0,0,33.5,14.8,135.7,1011.3,41,11.8,233.2,20.1,8,,2018-12-29T07:08:45,2018-12-29T18:07:15,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,MMCB,76680099999,76683099999,MMMX,76675099999,76685099999"
la paz mexico,2018-12-30,21.9,2.6,12.2,21.9,0.2,11.9,5.6,67.5,0,0,0,,0,0,,27.7,154.7,1009.7,20.6,11.5,227.1,19.5,8,,2018-12-30T07:09:08,2018-12-30T18:07:50,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76675099999,MMMX,MMTO,76685099999"
la paz mexico,2018-12-31,22.8,5.1,13.8,22.8,5,13.7,5.6,62.3,0,0,0,,0,0,18,12.2,116.4,1010.1,44.9,13.3,205,17.7,8,,2018-12-31T07:09:29,2018-12-31T18:08:26,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76675099999,MMTO,76685099999"
la paz mexico,2019-01-01,23.1,-3,13.8,23.1,-3,13.7,1.7,50.9,0,0,0,,0,0,,25.9,129.8,1010.2,39.2,9.4,238.5,20.6,9,,2019-01-01T07:09:50,2019-01-01T18:09:03,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,MMTO,76685099999,MMMX,76675099999"
la paz mexico,2019-01-02,24,-0.9,11.9,24,-0.9,11.7,2.3,58.9,0,0,0,,0,0,,19.6,122.3,1011.9,45.1,10.5,220.3,19.1,8,,2019-01-02T07:10:09,2019-01-02T18:09:40,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,76683099999,MMMX,76675099999,76685099999"
la paz mexico,2019-01-03,22.3,0.1,11.6,22.3,-2.5,11.3,2.9,59,0,0,0,,0,0,,11.2,140,1013.3,62.5,12.2,214.5,18.7,8,,2019-01-03T07:10:28,2019-01-03T18:10:17,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76685099999,76675099999,MMTO"
la paz mexico,2019-01-04,27,1.1,13,26.4,0.6,12.8,3,57.2,0,0,0,,0,0,,17.4,75.9,1014.2,51.9,11,225.6,19.5,8,,2019-01-04T07:10:45,2019-01-04T18:10:54,0.99,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2019-01-05,24.3,3.1,15.5,24.3,3.1,15.5,4.5,51.4,0,0,0,,0,0,,17.7,7.8,1014.3,40.6,9.9,212.4,18.2,8,,2019-01-05T07:11:01,2019-01-05T18:11:32,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76675099999,MMTO,MMMX,76685099999"
la paz mexico,2019-01-06,25.4,3.1,15.2,25.4,1.7,15.1,3.9,50.8,0,0,0,,0,0,18,14.8,17.4,1014.1,22.5,10.7,229.6,19.7,8,,2019-01-06T07:11:16,2019-01-06T18:12:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76685099999,MMMX,76675099999"
la paz mexico,2019-01-07,24.2,2.1,15.1,24.2,0.6,15,1.5,44.5,0,0,0,,0,0,18,25.3,21,1013.3,47.5,11.7,244,21,9,,2019-01-07T07:11:30,2019-01-07T18:12:49,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76685099999,76675099999,MMTO,MMMX"
la paz mexico,2019-01-08,27,-0.9,13.6,26,-0.9,13.2,-3.5,38,0,0,0,,0,0,,22.3,20.1,1015.7,20.7,12.2,248.6,21.7,9,,2019-01-08T07:11:43,2019-01-08T18:13:28,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,MMMX,76685099999,76675099999"
la paz mexico,2019-01-09,22.8,-0.9,11.5,22.8,-0.9,11.1,0.5,50.3,0,0,0,,0,0,,19.8,42.7,1020,1.2,10.8,242.8,21,9,,2019-01-09T07:11:54,2019-01-09T18:14:06,0.05,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,MMTO,76675099999,76685099999"
la paz mexico,2019-01-10,22.2,2.4,12.9,22.2,0.4,12.3,4.9,62.2,0,0,0,,0,0,14.4,20.2,70.2,1017,36.9,9.4,238.1,20.6,9,,2019-01-10T07:12:04,2019-01-10T18:14:45,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2019-01-11,23.7,3.1,13.4,23.7,1.7,13.2,4.5,59.5,0,0,0,,0,0,,17.6,186.4,1014.2,19.1,9.5,240.7,21,9,,2019-01-11T07:12:13,2019-01-11T18:15:24,0.12,Clear,Clear conditions throughout the day.,clear-day,"76681099999,76726099999,76675399999,76679399999,MMCB,76680099999,remote,76683099999,MMTO,76675099999,MMMX,76685099999"
la paz mexico,2019-01-12,21.7,6.1,14.4,21.7,6.1,14.4,7.3,65,5.143,100,12.5,rain,0,0,,15,59.2,1012.7,72.4,9.2,201.4,17.4,8,,2019-01-12T07:12:21,2019-01-12T18:16:04,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76675099999,76685099999,MMTO"
la paz mexico,2019-01-13,21.3,6.1,13.6,21.3,6.1,13.6,7.3,67.8,0.487,100,4.17,rain,0,0,,19.8,24,1016,77.5,7.2,146.7,12.7,6,,2019-01-13T07:12:28,2019-01-13T18:16:43,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2019-01-14,20.7,4.1,13.1,20.7,4.1,13,5.9,64.9,0,0,0,,0,0,14.4,20.5,324.2,1017.5,64.4,8.1,175.8,15.2,7,,2019-01-14T07:12:33,2019-01-14T18:17:22,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,MMMX,76675099999,MMTO,76685099999"
la paz mexico,2019-01-15,26,4.5,14,26,4.5,13.8,4.4,56.5,0,0,0,,0,0,21.6,13.3,94.6,1016.9,34.2,11.6,233.3,20.3,9,,2019-01-15T07:12:37,2019-01-15T18:18:01,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76675099999,MMTO,76685099999"
la paz mexico,2019-01-16,25,8.1,15.2,25,7.4,15,6.1,57.3,0,0,0,,0,0,,22.3,153.8,1015.7,63.2,10.2,200.5,17.3,8,,2019-01-16T07:12:40,2019-01-16T18:18:40,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,MMMX,76675099999,76685099999,MMTO"
la paz mexico,2019-01-17,20.5,4.1,13.9,20.5,2.2,13.7,6,61.1,0,0,0,,0,0,14.4,18.4,62.9,1014.8,71.2,10,180.7,15.7,7,,2019-01-17T07:12:41,2019-01-17T18:19:19,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,MMTO,76675099999,76685099999"
la paz mexico,2019-01-18,22.1,5.1,14.7,22.1,4.1,14.6,5.4,56.9,0,0,0,,0,0,,14,68.4,1013.1,64.6,10.9,160,13.9,6,,2019-01-18T07:12:41,2019-01-18T18:19:58,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,76683099999,MMMX,76675099999,76685099999"
la paz mexico,2019-01-19,23.7,5.1,14.4,23.7,5.1,14.4,4.1,53.3,0,0,0,,0,0,,31.7,67.6,1012.1,67,12.1,180.5,15.5,7,,2019-01-19T07:12:40,2019-01-19T18:20:36,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76675099999,76685099999,MMTO"
la paz mexico,2019-01-20,23.6,4,13,23.6,2,12.5,1.8,54.9,0,0,0,,0,0,,19.3,37.6,1016.1,52,9.5,235.5,20.4,9,,2019-01-20T07:12:38,2019-01-20T18:21:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76675099999,76685099999,MMTO,MMMX"
la paz mexico,2019-01-21,23.3,-0.1,12.4,23.3,-0.1,12.1,-3.4,42,0,0,0,,0,0,18,22.3,119.5,1015.9,3.7,11.6,262.1,22.7,9,,2019-01-21T07:12:34,2019-01-21T18:21:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76685099999,76675099999,MMTO,MMMX"
la paz mexico,2019-01-22,24.9,-0.5,13.6,24.9,-2.8,13.3,-2.4,37.8,0,0,0,,0,0,,21,129.6,1012.6,11.5,13.2,224.9,19.3,8,,2019-01-22T07:12:29,2019-01-22T18:22:31,0.52,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2019-01-23,28,3.5,15.6,26.9,3.5,15.6,2.3,44.4,0,0,0,,0,0,,20.5,213.5,1011,15.5,13.6,249.4,21.5,9,,2019-01-23T07:12:23,2019-01-23T18:23:09,0.54,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,MMTO,76675099999"
la paz mexico,2019-01-24,24.9,2.1,15.9,24.9,2.1,15.8,3.6,48.1,0,0,0,,0,0,25.2,16.9,212,1009.1,11.3,14.7,253.2,21.8,9,,2019-01-24T07:12:16,2019-01-24T18:23:46,0.58,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2019-01-25,25.1,2.9,15.7,25.1,0,15.4,2.7,47.1,0,0,0,,0,0,,22.4,157.1,1011,22.7,14,251.9,21.9,9,,2019-01-25T07:12:07,2019-01-25T18:24:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76685099999,MMTO,76675099999"
la paz mexico,2019-01-26,23.8,2.4,16,23.8,1,15.8,2.6,45,0,0,0,,0,0,36,31.7,233.7,1008.8,20.8,15.3,247.8,21.5,9,,2019-01-26T07:11:57,2019-01-26T18:25:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,76683099999,MMMX,76675099999,76685099999,MMTO"
la paz mexico,2019-01-27,27,3.1,13.2,26.1,3.1,13,0.6,46.7,0,0,0,,0,0,,14.4,327.4,1010,10.3,15.6,255.1,21.9,9,,2019-01-27T07:11:46,2019-01-27T18:25:36,0.73,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,MMMX,MMTO,76675099999,76685099999"
la paz mexico,2019-01-28,24.5,-0.9,14.2,24.5,-0.9,14,2.4,49.1,0,0,0,,0,0,,18.4,128,1010.3,2.6,13.8,255.9,22.2,9,,2019-01-28T07:11:33,2019-01-28T18:26:12,0.79,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,MMMX,76685099999,76675099999,MMTO"
la paz mexico,2019-01-29,26,2,14.5,26,2,14.2,2.5,50.2,0,0,0,,0,0,25.2,20.5,129.9,1011.4,25.6,13,260.3,22.5,9,,2019-01-29T07:11:19,2019-01-29T18:26:48,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,MMTO,76685099999,MMMX,76675099999"
la paz mexico,2019-01-30,22.9,1.1,14.4,22.9,1.1,14.3,0.2,43.6,0,0,0,,0,0,32.4,20.4,140.9,1010.6,16.4,14.3,262.6,22.7,9,,2019-01-30T07:11:04,2019-01-30T18:27:23,0.88,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2019-01-31,25,-1.9,12.9,25,-1.9,12.7,-1.7,45,0,0,0,,0,0,32.4,20,236.9,1013,24.5,14.2,259.3,22.4,9,,2019-01-31T07:10:48,2019-01-31T18:27:58,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,MMTO,76675099999,76685099999"
la paz mexico,2019-02-01,23.5,3.1,15.5,23.5,3.1,15.4,0.4,40.9,0,0,0,,0,0,32.4,18.5,89.3,1012.7,15.3,14.9,186.5,16.1,7,,2019-02-01T07:10:31,2019-02-01T18:28:33,0.95,Clear,Clear conditions throughout the day.,clear-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,MMMX,76685099999,76675099999,MMTO"
la paz mexico,2019-02-02,28,1.4,14.5,26.9,-0.5,14.2,1.7,46.3,0,0,0,,0,0,,13,71.5,1012.4,15.4,12.1,258.6,22.3,9,,2019-02-02T07:10:12,2019-02-02T18:29:07,0.98,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,MMPB,76679399999,MMCB,76680099999,remote,76683099999,76675099999,MMMX,MMTO,76685099999"
la paz mexico,2019-02-03,28,2.1,15,27,0.6,14.8,4.1,53.3,0,0,0,,0,0,,18,153,1009.2,9,11,265.3,23,9,,2019-02-03T07:09:52,2019-02-03T18:29:40,1,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76675099999,76685099999,MMTO,MMMX"
