name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
la paz mexico,2014-12-11,23,7.2,13.5,23,6.3,13.4,6.2,64.8,0,0,0,,,,,11.2,311.5,1014.6,88.5,9.5,149.3,12.9,6,,2014-12-11T06:59:39,2014-12-11T17:58:41,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2014-12-12,24,7,14,24,7,13.9,7.1,64.9,0,0,0,,,,,13.3,98.9,1016.4,90.6,6.7,178.7,15.3,7,,2014-12-12T07:00:14,2014-12-12T17:59:02,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,MMTO,76675099999"
la paz mexico,2014-12-13,21.8,8,15.2,21.8,6.7,15.1,7.3,62.2,0,0,0,,,,,16.7,112.2,1014.4,82.2,8.4,175.2,15.1,7,,2014-12-13T07:00:49,2014-12-13T17:59:23,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-14,20.1,6.4,14.2,20.1,5.6,14.2,7.6,67.2,0,0,0,,,,,18.4,151.3,1010.2,69.8,8.7,220.1,19.1,8,,2014-12-14T07:01:24,2014-12-14T17:59:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-15,27,5,15.6,26.5,5,15.5,7.7,63.8,0,0,0,,,,,14.8,116.9,1010.6,50.1,9.8,226.5,19.4,8,,2014-12-15T07:01:58,2014-12-15T18:00:10,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2014-12-16,26,3,15,26,3,15,6.2,58.9,0,0,0,,,,,22.3,193.6,1013.7,69.6,10.2,178.3,15.3,7,,2014-12-16T07:02:32,2014-12-16T18:00:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-17,26,6,14.7,26,4.4,14.5,7.3,65.3,0,0,0,,,,,13,330.9,1014.4,46.8,9.1,224.4,19.3,8,,2014-12-17T07:03:05,2014-12-17T18:01:01,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-18,24.2,2,14.7,24.2,2,14.6,7,63.2,0,0,0,,,191,,25.9,205.9,1012.9,19.3,9.1,228.9,19.8,8,,2014-12-18T07:03:37,2014-12-18T18:01:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"76681099999,76726099999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2014-12-19,27,-1,16.4,26.4,-1,16.4,5.6,53.1,0,0,0,,,,,20.2,152.6,1011,27.4,10.7,221.2,19.1,8,,2014-12-19T07:04:09,2014-12-19T18:01:55,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-20,24.2,2,14.9,24.2,2,14.9,5.7,57.6,0,0,0,,,,,18.4,121,1010.2,47,10.4,227.2,19.5,8,,2014-12-20T07:04:40,2014-12-20T18:02:24,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76675099999,MMMX,MMTO,76685099999"
la paz mexico,2014-12-21,26,6.4,15.8,26,5.1,15.7,4.7,52.7,0,0,0,,,,21.6,16,158.3,1010.7,71.3,16.3,141.2,12.4,6,,2014-12-21T07:05:11,2014-12-21T18:02:53,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76685099999,76675099999,MMTO"
la paz mexico,2014-12-22,19.9,5,13.7,19.9,5,13.6,3.6,53.1,0,0,0,,,,,12.3,214.2,1008.6,91.3,12.7,110.6,9.5,4,,2014-12-22T07:05:40,2014-12-22T18:03:23,0,Overcast,Cloudy skies throughout the day.,cloudy,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,remote,76683099999,76685099999,76675099999,MMTO,MMMX"
la paz mexico,2014-12-23,22,7.1,14.3,22,5.3,14.2,5.6,57.8,0,0,0,,,,,25.9,224.4,1006.7,91.6,17,189.9,16.5,8,,2014-12-23T07:06:09,2014-12-23T18:03:54,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-24,15,8,11.5,15,4.7,11.2,8.8,84,12.223,100,29.17,rain,,,25.2,24.1,170.7,1010.9,96.4,9.9,84.7,7.3,4,,2014-12-24T07:06:37,2014-12-24T18:04:26,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"76681099999,76726099999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2014-12-25,19.9,5.1,11.5,19.9,2.5,11,7,75.6,20.1,100,20.83,rain,,,,37.1,171.9,1016.7,72.9,9.7,216.3,18.5,8,,2014-12-25T07:07:05,2014-12-25T18:04:58,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76675099999,MMTO,76685099999"
la paz mexico,2014-12-26,21,8.9,14.6,21,8.9,14.6,7.5,65.1,0,0,0,,,,37.1,34.7,152.3,1013.7,68.3,16,172.6,14.9,7,,2014-12-26T07:07:31,2014-12-26T18:05:31,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2014-12-27,23.6,6,14.8,23.6,5.2,14.7,6.7,63.3,0,0,0,,,,28.8,22.3,184.5,1012.9,63.7,12.1,191.7,16.5,8,,2014-12-27T07:07:57,2014-12-27T18:06:05,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMTO"
la paz mexico,2014-12-28,26,5,14.2,26,4.9,14,6.3,63.5,0,0,0,,,,,13,128.8,1013,58.7,11.4,204.5,17.7,8,,2014-12-28T07:08:21,2014-12-28T18:06:39,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76685099999,76675099999,MMTO"
la paz mexico,2014-12-29,28,2.1,15.1,27,2.1,15,6.4,59.6,0,0,0,,,,,18.3,152.4,1013.7,32.9,12,231.3,19.9,8,,2014-12-29T07:08:45,2014-12-29T18:07:14,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2014-12-30,27,3,16.6,26.6,3,16.5,7.1,57.4,0,0,0,,,,,14.8,58.1,1014.3,38.3,10.6,227.4,19.6,8,,2014-12-30T07:09:07,2014-12-30T18:07:50,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,MMCB,76680099999,76685099999,76675099999,MMTO"
la paz mexico,2014-12-31,24.7,4.4,14,24.7,3.9,13.9,6.8,65.3,0,0,0,,,,,15.1,78.9,1015.2,36.5,7.3,228.2,19.7,8,,2014-12-31T07:09:29,2014-12-31T18:08:26,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-01,21.1,5,13.4,21.1,5,13.2,5.5,63.7,0,0,0,,,,25.2,20.5,105.6,1015,33.5,10,237.5,20.3,9,,2015-01-01T07:09:50,2015-01-01T18:09:02,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,MMTO,76685099999,76675099999"
la paz mexico,2015-01-02,27,0.1,14.4,26.2,0.1,14.3,4.8,56.2,0,0,0,,,,,22,156.1,1012.6,29.2,17.5,233,20,8,,2015-01-02T07:10:09,2015-01-02T18:09:39,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-03,27,2,14.2,26.3,-0.8,14,5,58,0,0,0,,,,32.4,22.1,252.7,1013,68.7,18.3,181.7,15.7,7,,2015-01-03T07:10:28,2015-01-03T18:10:17,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMTO,MMMX"
la paz mexico,2015-01-04,22.5,3.1,13.2,22.5,3.1,13,5.2,61.1,0,0,0,,,,21.6,27.7,40.4,1016.1,90,16.9,190.9,16.5,7,,2015-01-04T07:10:45,2015-01-04T18:10:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-05,19,4.1,10.3,19,1.7,8.8,3.9,65.5,0.3,100,8.33,rain,,,,28.4,4.6,1021.5,79.1,14.5,189.8,16.3,8,,2015-01-05T07:11:01,2015-01-05T18:11:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2015-01-06,21.6,-0.9,11.2,21.6,-1.7,10.6,5,68.1,0.2,100,8.33,rain,,,,23.4,34.3,1021.8,67.8,12.1,223.6,19.4,8,,2015-01-06T07:11:16,2015-01-06T18:12:10,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76726099999,76675399999,MMPB,76679399999,76680099999,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2015-01-07,26,3,14.7,26,0.4,14.4,5.6,59,0.1,100,4.17,rain,,,,25.3,2.9,1017.6,62.9,14,191.8,16.6,7,,2015-01-07T07:11:30,2015-01-07T18:12:49,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-08,24,7.1,13.2,24,3.4,12.4,4.2,57.1,0,0,0,,,,,25.6,21.9,1019.2,81.9,18.3,180.7,15.4,8,,2015-01-08T07:11:43,2015-01-08T18:13:27,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-09,24,0,11.9,24,0,11.5,4.1,62.7,0.416,100,8.33,rain,,,,16.6,21.8,1017.8,80.7,11.4,142.9,12.4,5,,2015-01-09T07:11:54,2015-01-09T18:14:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76675099999,MMTO,76685099999"
la paz mexico,2015-01-10,20.5,5,12.8,20.5,5,12.5,5.6,63.8,0,0,0,,,,18,19.1,78.5,1014.7,35.5,12.8,222.2,19.1,8,,2015-01-10T07:12:04,2015-01-10T18:14:45,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-11,23.5,3,13.9,23.5,0,13.6,2.7,53.8,0,0,0,,,,,13.9,5.6,1015.8,0.3,12.6,245.1,21.1,9,,2015-01-11T07:12:14,2015-01-11T18:15:24,0.66,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-12,23.9,-0.9,13.6,23.9,-3.7,13.4,3,54.1,0,0,0,,,,,20.5,123.5,1015.6,26.2,11.8,244.6,21,9,,2015-01-12T07:12:21,2015-01-12T18:16:03,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,remote,76683099999,76685099999,76675099999,MMMX"
la paz mexico,2015-01-13,26,1.9,14.4,26,1.9,14.2,3.1,51.1,0,0,0,,,,,19.8,83.3,1014.2,47.9,10.1,226.1,19.7,8,,2015-01-13T07:12:28,2015-01-13T18:16:42,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-14,25,3.7,14.1,25,2.2,13.8,4.6,57.7,0,0,0,,,,25.2,16.6,92.8,1014,53.9,10.9,236.4,20.5,8,,2015-01-14T07:12:33,2015-01-14T18:17:21,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-15,28,1,15.1,26.7,1,15,5.5,56.8,0,0,0,,,,,14.8,142.8,1014.6,54.7,9.2,239.9,20.8,9,,2015-01-15T07:12:37,2015-01-15T18:18:01,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2015-01-16,26,9.2,15.5,26,8.1,15.4,4.4,49.4,0,0,0,,,,,14.4,100.3,1014.8,51.7,13,237.8,20.5,9,,2015-01-16T07:12:40,2015-01-16T18:18:40,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX"
la paz mexico,2015-01-17,28,4.1,15.4,26.8,4.1,15.3,4.8,53.9,0,0,0,,,,,14.4,17.7,1014.4,42.6,9.1,238.2,20.7,9,,2015-01-17T07:12:42,2015-01-17T18:19:18,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76675099999,MMTO,76685099999"
la paz mexico,2015-01-18,22.2,6.1,14.3,22.2,6.1,14.2,4.7,53.9,0,0,0,,,,,16.9,351.8,1016.2,64.7,10.1,229.4,19.8,9,,2015-01-18T07:12:42,2015-01-18T18:19:57,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-19,23.8,3.5,13.7,23.8,1.8,13.4,4.1,56.1,0,0,0,,,,,14.1,339.7,1015.3,63.6,10.3,219.1,18.8,8,,2015-01-19T07:12:41,2015-01-19T18:20:36,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,remote,76683099999,76685099999,MMMX,76675099999,MMTO"
la paz mexico,2015-01-20,23,3,15.8,23,3,15.8,4.6,50.2,0,0,0,,,,,15.9,150.9,1011.8,46.2,10.7,234.2,20.2,9,,2015-01-20T07:12:39,2015-01-20T18:21:14,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2015-01-21,23.1,7,15.3,23.1,6.8,15.2,7.1,61.6,0,0,0,,,,,24.1,183.1,1009.6,49.5,8.8,223.8,19.3,8,,2015-01-21T07:12:35,2015-01-21T18:21:53,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2015-01-22,28,9,17.9,27,9,17.8,7.5,54.2,0,0,0,,,,,19.1,187.7,1009.9,34.1,14.1,239.7,20.7,9,,2015-01-22T07:12:30,2015-01-22T18:22:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,MMMX,76675099999,MMTO"
la paz mexico,2015-01-23,22.6,3,14,22.6,3,13.9,5.2,59.3,0,0,0,,,,,32.6,150.2,1010.8,63.4,11.8,218,18.7,8,,2015-01-23T07:12:24,2015-01-23T18:23:08,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-24,21.1,7.6,14.5,21.1,7.6,14.5,5.4,56.9,0,0,0,,,,,29.5,140.2,1011.4,56.6,12.1,176,15.3,8,,2015-01-24T07:12:16,2015-01-24T18:23:46,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,MMTO,76675099999"
la paz mexico,2015-01-25,26,8.1,15.5,26,7,15.4,6.3,57,0.1,100,4.17,rain,,,,18.8,9.9,1013.2,69.2,11.9,155.5,13.3,5,,2015-01-25T07:12:08,2015-01-25T18:24:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMTO"
la paz mexico,2015-01-26,24.9,9.7,15,24.9,9.7,15,4.8,53.1,0,0,0,,,,,14.8,20.1,1015,84.3,12.4,143.3,12.4,6,,2015-01-26T07:11:58,2015-01-26T18:25:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX"
la paz mexico,2015-01-27,29,4.1,14.8,27.4,4.1,14.5,2.8,48.9,0,0,0,,,,,17.6,28.3,1015.1,24.4,12.8,253.7,21.8,9,,2015-01-27T07:11:46,2015-01-27T18:25:36,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMTO"
la paz mexico,2015-01-28,25,7.8,15.4,25,5.7,14.9,2.5,45.2,0,0,0,,,,27.7,17.3,6.8,1014.2,9.3,16.5,261,22.7,9,,2015-01-28T07:11:34,2015-01-28T18:26:12,0.32,Clear,Clear conditions throughout the day.,clear-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,MMTO,76685099999,76675099999"
la paz mexico,2015-01-29,25.2,2.1,14.2,25.2,0.5,13.7,-0.3,42.8,0,0,0,,,,21.6,24.1,19.5,1013.4,25.9,17.8,265.5,23,9,,2015-01-29T07:11:20,2015-01-29T18:26:48,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-30,22.4,0.1,12.9,22.4,0.1,12.5,-0.9,43.9,0,0,0,,,,,20.5,91.3,1014.5,23.4,17.7,263.1,22.9,9,,2015-01-30T07:11:05,2015-01-30T18:27:23,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,76679399999,remote,76683099999,MMMX,76681099999,MMPB,76680099999,MMCB,76685099999,76675099999,MMTO"
la paz mexico,2015-01-31,24,0,13,24,-1.8,12.7,1.3,50.8,0,0,0,,,,,33.5,183.3,1009.2,20.3,13.7,264.1,22.8,9,,2015-01-31T07:10:49,2015-01-31T18:27:58,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX,MMTO"
la paz mexico,2015-02-01,22.3,0.1,12.4,22.3,-1.7,12.2,2.4,55,0,0,0,,,,32.4,25.7,210.5,1011.6,17.9,17.2,263.5,22.7,9,,2015-02-01T07:10:31,2015-02-01T18:28:32,0.47,Clear,Clear conditions throughout the day.,clear-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX"
la paz mexico,2015-02-02,24,1.1,12.8,24,1.1,12.7,1.9,50.9,0,0,0,,,,25.2,30.3,160.7,1012.2,58.2,15.8,182.5,15.7,7,,2015-02-02T07:10:13,2015-02-02T18:29:06,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX"
la paz mexico,2015-02-03,20.4,10,14.6,20.4,10,14.6,5.1,56.2,0.918,100,12.5,rain,,,43.2,24.5,147.2,1012.1,94.1,21.3,193.8,16.7,8,,2015-02-03T07:09:53,2015-02-03T18:29:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMMX"
la paz mexico,2015-02-04,25.3,1,15.2,25.3,1,15.2,4.4,53,0,0,0,,,,32.4,17.1,190.2,1011,39.9,15.5,267.7,23.3,9,,2015-02-04T07:09:32,2015-02-04T18:30:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"76681099999,76726099999,76675399999,MMPB,76679399999,76680099999,MMCB,remote,76683099999,76685099999,76675099999,MMTO"
